Id,Label,timeset,0,1,2,3,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
5050,paraguayian_,,None,None,3.246246,,0,3,3,0,3,3,9,0.228433,0.242902,0
5051,Pedro_Ramirez_A,,None,None,4.883041,,0,1,1,0,1,1,11,0.17549,0.182455,0
5052,patrici101098,,None,None,3.736842,,0,2,2,0,3,3,10,0.200831,0.211146,0
5053,LievaPerez,,None,None,1.473624,,0,1,1,0,1,1,1,1,1,0
5054,Kerana7,,None,None,0.539595,,3,2,5,3,2,5,9,0.209343,0.221039,23461.706377
5055,Arabegi,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
5056,andres_alarcon1,,None,None,0.571664,,1,1,2,1,1,2,10,0.181148,0.189347,0.5
5057,Matulucero01,,None,None,4.421052,,0,1,1,0,1,1,13,0.135638,0.139451,0
5058,claudiacruset,,None,None,1.117318,,0,4,4,0,4,4,10,0.214029,0.225092,0
5059,VaAnahilop,,None,None,0.442786,,0,1,1,0,1,1,10,0.218646,0.233216,0
5060,MarzhaNavarro,,None,None,1.838749,,4,7,11,4,8,12,9,0.250649,0.272119,23532.27919
5061,Rueltofe,,None,None,0.306202,,1,1,2,1,1,2,10,0.17307,0.179378,0
5062,ultrazoquet,,None,None,0.025646,,128,11,139,165,16,181,9,0.23771,0.259502,444501.175469
5063,DaissyBenitez19,,anr,anr,1.089974,,0,1,1,0,2,2,11,0.169334,0.175725,0
5064,MKarolyn78,,None,None,2.923739,,0,1,1,0,1,1,9,0.222849,0.234612,0
5065,iflyftlove,,None,None,1.04,,0,5,5,0,6,6,9,0.207517,0.220346,0
5066,ludovico_net,,None,None,1,,0,1,1,0,1,1,10,0.200544,0.211058,0
5067,AnaBordon017,,pdp,pdp,0.963265,,1,31,32,1,54,55,8,0.292393,0.324192,21555.057992
5068,barriosdou,,None,None,2.034749,,0,1,1,0,1,1,10,0.210914,0.223205,0
5069,reyviveros,,None,None,1.113924,,0,1,1,0,1,1,10,0.181159,0.189369,0
5070,delgado_augusto,,None,None,1.272517,,0,1,1,0,1,1,10,0.207542,0.218212,0
5071,jaime_rey777,,None,None,1.097338,,0,1,1,0,1,1,1,1,1,0
5072,GomBrun,,None,None,9.5,,0,1,1,0,1,1,11,0.181803,0.191275,0
5073,oskiev85,,None,None,2.406332,,1,1,2,1,1,2,10,0.212807,0.225475,2.169653
5074,JuanCar35110890,,None,None,3.75,,1,2,3,1,2,3,10,0.200989,0.211775,22.933219
5075,FedeGolPerez,,None,None,0.475375,,5,3,8,7,9,16,9,0.241219,0.261254,98.669951
5076,DoritaCaceres2,,None,None,2.027778,,0,3,3,0,3,3,10,0.218745,0.233219,0
5077,8376f7f7b27d4cf,,anr,anr,5,,0,1,1,0,1,1,11,0.169334,0.175725,0
5078,Adriano1912,,None,None,2.961539,,0,2,2,0,4,4,9,0.24405,0.261741,0
5079,JuanEmanuel534,,anr,anr,16.333334,,1,3,4,1,3,4,10,0.206469,0.217933,25.961676
5080,pedrofiore,,None,None,3.46124,,0,1,1,0,1,1,11,0.173393,0.180288,0
5081,BlasMendez8,,None,None,2,,0,1,1,0,2,2,9,0.221205,0.236557,0
5082,andreanoemi2,,None,None,9.111111,,0,1,1,0,1,1,9,0.214272,0.226606,0
5083,JBaccaR,,None,None,1.121951,,0,1,1,0,1,1,1,1,1,0
5084,AlfredoLecona,,None,None,0.059235,,0,1,1,0,1,1,3,0.5,0.583333,0
5085,dael_abreu,,None,None,0.788265,,1,3,4,1,4,5,8,0.256368,0.276251,116.291898
5086,kapelukapelu2,,None,None,0.909091,,0,4,4,0,4,4,8,0.242094,0.2587,0
5087,JoseRamirezZela,,anr,anr,0.591549,,0,2,2,0,2,2,10,0.200637,0.211422,0
5088,animorkeim,,None,None,2.004695,,0,2,2,0,2,2,11,0.184911,0.195005,0
5089,5640173,,None,None,6,,0,1,1,0,1,1,10,0.212793,0.225462,0
5090,rdioverti,,None,None,2.842932,,0,1,1,0,1,1,10,0.204064,0.213783,0
5091,ivan_romero211,,None,None,1.69802,,0,1,1,0,1,1,1,1,1,0
5092,mjgg2390,,None,None,1.827586,,1,1,2,2,3,5,10,0.20644,0.215123,0
5093,Jhonarias333,,None,None,0.299666,,0,1,1,0,1,1,1,1,1,0
5094,guille_leon11,,None,None,6.904762,,0,1,1,0,1,1,10,0.191314,0.200862,0
5095,diangiss,,None,None,0.5,,0,1,1,0,1,1,10,0.212793,0.225462,0
5096,bettygonzalezd5,,anr,anr,8.5,,1,9,10,1,22,23,9,0.244929,0.26095,50.5616
5097,Amchito,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
5098,gladysccp1912,,None,None,1.816754,,0,1,1,0,1,1,10,0.218646,0.233216,0
5099,LopezIbieta,,None,None,1.082749,,0,3,3,0,3,3,10,0.215457,0.230179,0
5100,Glo_Molinas,,anr,anr,5.403727,,0,2,2,0,2,2,10,0.211027,0.223588,0
5101,AmadoMa30645587,,None,None,0.5,,0,1,1,0,2,2,10,0.200544,0.211058,0
5102,GuillermoMateo3,,None,None,13.111111,,0,1,1,0,1,1,9,0.243695,0.261159,0
5103,corriendo21km,,None,None,5.491453,,0,0,0,0,0,0,0,0,0,0
5104,SandraA17333631,,None,None,1.586207,,0,1,1,0,1,1,11,0.169334,0.175725,0
5105,farodriguezPY,,None,None,3.890459,,0,4,4,0,4,4,10,0.207681,0.22088,0
5106,luissoler_97,,None,None,1.05,,0,1,1,0,1,1,11,0.169334,0.175725,0
5107,orlandozeta,,None,None,5.255814,,0,1,1,0,1,1,9,0.244972,0.263795,0
5108,luisferlove,,None,None,3.047619,,0,2,2,0,2,2,10,0.208098,0.220275,0
5109,nissenandres,,None,None,5.4,,0,2,2,0,2,2,9,0.222917,0.23711,0
5110,cschmalko,,None,None,2.071918,,0,1,1,0,1,1,10,0.181159,0.189369,0
5111,SadyPavetti,,None,None,1.398214,,0,1,1,0,1,1,10,0.218646,0.233216,0
5112,CFCARDENAS69,,None,None,16.65,,0,1,1,0,1,1,1,1,1,0
5113,ChichiMorales1,,plra,plra,1.857143,,0,1,1,0,1,1,10,0.212793,0.225462,0
5114,chachacha43,,None,None,18.125,,4,5,9,5,5,10,9,0.254344,0.273869,776.649066
5115,RamonVeraV,,None,None,1.819444,,25,7,32,46,12,58,9,0.255076,0.276734,1783.974251
5116,LepereIorio,,None,None,5.005181,,7,5,12,8,7,15,9,0.244791,0.261464,1554.490369
5117,AntonioGodoyCsp,,None,None,6.297873,,0,1,1,0,1,1,10,0.181159,0.189369,0
5118,Pilibeleza,,None,None,1.278409,,0,1,1,0,1,1,9,0.244972,0.263795,0
5119,monivelaro,,None,None,3.323529,,0,1,1,0,1,1,9,0.201857,0.212895,0
5120,anabogb,,None,None,0.930693,,0,1,1,0,1,1,1,1,1,0
5121,belenrosada,,None,None,1.299363,,0,2,2,0,2,2,9,0.23624,0.252367,0
5122,tmbolaerea,,None,None,12.137931,,2,7,9,2,9,11,9,0.233221,0.252399,47620.34022
5123,Huguito_garcia,,None,None,2.713953,,0,1,1,0,1,1,9,0.219054,0.232049,0
5124,aiparaguay,,None,None,0.133733,,32,3,35,51,20,71,10,0.21288,0.225774,53187.960893
5125,Ximena_Guadap,,anr,anr,0,,0,1,1,0,1,1,11,0.175542,0.182593,0
5126,Agronegocios_Uy,,None,None,1.012686,,0,3,3,0,3,3,10,0.21296,0.226048,0
5127,Antonel36990674,,None,None,11.166667,,0,1,1,0,1,1,10,0.212793,0.225462,0
5128,josepabloyodice,,None,None,5.051515,,4,2,6,4,3,7,9,0.234087,0.250703,466.854695
5129,beluless,,None,None,9.288136,,0,2,2,0,2,2,10,0.199093,0.208801,0
5130,JorgeAllende74,,anr,anr,0.842105,,0,3,3,0,64,64,10,0.203787,0.215126,0
5131,M9301,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
5132,ReginaSBarreto,,None,None,1.573222,,0,4,4,0,11,11,10,0.224205,0.242397,0
5133,SantiagoAR97,,anr,anr,0.808799,,0,2,2,0,2,2,9,0.232862,0.248921,0
5134,Rcelino0000,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
5135,Adarcerioshijo3,,None,None,67.53846,,0,1,1,0,1,1,9,0.225028,0.238274,0
5136,laguerosalcedo,,None,None,0,,0,1,1,0,1,1,10,0.216007,0.230499,0
5137,leticiaaanahi,,plra,plra,0.533968,,0,9,9,0,12,12,9,0.256081,0.279016,0
5138,6Ramaa,,None,None,1.596491,,0,2,2,0,2,2,9,0.224749,0.237149,0
5139,Luroampax,,plra,plra,0.734317,,0,19,19,0,25,25,9,0.22666,0.247023,0
5140,giantbummer,,None,None,0.176799,,0,2,2,0,2,2,10,0.179196,0.187234,0
5141,marce_vallovera,,None,None,0.80339,,0,3,3,0,3,3,10,0.191804,0.201946,0
5142,jackie_green_e,,None,None,3.857143,,1,3,4,1,3,4,9,0.232212,0.247429,509.327645
5143,Milciades1982,,None,None,2.766667,,0,1,1,0,1,1,9,0.236176,0.254549,0
5144,hugacho17,,None,None,1.099808,,0,1,1,0,1,1,10,0.181159,0.189369,0
5145,Enriqueplatino,,None,None,4.019608,,0,5,5,0,5,5,9,0.240287,0.257824,0
5146,marmarcamp,,None,None,2.651163,,2,24,26,2,24,26,9,0.254568,0.276406,158203.980626
5147,yaniarellano,,None,None,0.730137,,0,2,2,0,2,2,10,0.212876,0.225769,0
5148,alejoGuevara1,,None,None,1.538117,,0,1,1,0,1,1,1,1,1,0
5149,DiegoGarcetePR,,None,None,0.467901,,0,3,3,0,3,3,10,0.213776,0.226955,0
5150,alanfrancoll,,plra,plra,15.259259,,0,5,5,0,5,5,9,0.224147,0.241501,0
5151,SoleCabrerag,,None,None,1.274419,,0,1,1,0,1,1,10,0.205696,0.216731,0
5152,arieloviedo,,anr,anr,0.054353,,56,1,57,102,1,103,10,0.213959,0.223727,63885.175693
5153,CabKadosh30,,None,None,6.352941,,3,7,10,6,16,22,8,0.255076,0.27157,2777.882296
5154,Bea_298,,None,None,0.780909,,0,1,1,0,1,1,10,0.18061,0.187827,0
5155,martita_mendoza,,None,None,5.123967,,0,1,1,0,1,1,10,0.218646,0.233216,0
5156,Ernestafidelina,,plra,plra,1.638686,,0,6,6,0,7,7,9,0.249255,0.270024,0
5157,abelopez26,,None,None,10.676471,,0,1,1,0,1,1,10,0.212793,0.225462,0
5158,panoramarevista,,None,None,1.825726,,0,0,0,0,0,0,0,0,0,0
5159,pmcr28,,None,None,4.578948,,0,1,1,0,1,1,10,0.205259,0.216673,0
5160,JCN_ANR,,anr,anr,0.182116,,1,1,2,1,1,2,9,0.190666,0.198282,0
5161,pegaleano,,None,None,1.013193,,0,1,1,0,1,1,11,0.184105,0.19314,0
5162,CotonelP,,hagamos,hagamos,5.705883,,0,23,23,0,25,25,8,0.273373,0.300364,0
5163,kokiaguilar,,None,None,0.552632,,0,1,1,0,1,1,9,0.201857,0.212895,0
5164,eliicullen,,anr,anr,1.528242,,4,3,7,5,4,9,9,0.207712,0.216753,997.753744
5165,Mike_sana,,None,None,1.375,,0,1,1,0,1,1,10,0.190485,0.199543,0
5166,reguel42,,None,None,3.092105,,0,1,1,0,1,1,11,0.175726,0.182926,0
5167,lacostasoy,,anr,anr,0.164781,,68,6,74,141,10,151,10,0.225537,0.243559,28495.903722
5168,MariteZann,,None,None,0.761273,,15,29,44,33,50,83,8,0.277179,0.301993,57012.953273
5169,_magielml,,None,None,1.317,,0,0,0,0,0,0,0,0,0,0
5170,zamomab,,None,None,0.813704,,1,1,2,3,6,9,9,0.230415,0.245335,0
5171,camiloromanca,,None,None,0.292969,,1,2,3,2,4,6,10,0.216226,0.231673,647.529464
5172,RodriguezRash,,None,None,0.570439,,0,1,1,0,1,1,10,0.205735,0.217207,0
5173,Daniaguerocre,,None,None,0.949495,,1,4,5,1,4,5,10,0.204536,0.216152,19109.207475
5174,josereyes_97,,anr,anr,0.671795,,1,8,9,1,9,10,9,0.257493,0.278194,49.867053
5175,DarkNightPy,,None,None,16.5,,2,18,20,2,23,25,9,0.259398,0.283904,38146.951615
5176,ixvCdjaccMz93pj,,anr,anr,0.509225,,1,1,2,1,1,2,9,0.22249,0.233055,1863.203039
5177,h_pradotorres,,None,None,6.747573,,0,1,1,0,1,1,10,0.210914,0.223205,0
5178,walilopez,,None,None,0.526584,,0,1,1,0,1,1,11,0.175556,0.182606,0
5179,Diegomanuelpy,,None,None,1.232203,,1,1,2,1,1,2,9,0.24368,0.261142,0
5180,ConstanzaRamre8,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
5181,fercho_paredes,,None,None,2.609164,,1,3,4,1,3,4,10,0.220269,0.236048,84.479913
5182,veronicagonza_,,None,None,1.123665,,0,1,1,0,1,1,10,0.208367,0.219406,0
5183,LuisGauto6,,plra,plra,2.180328,,2,9,11,3,13,16,8,0.267672,0.294277,1595.77406
5184,jE2H15n5jVoIkeV,,anr,anr,2,,0,3,3,0,7,7,10,0.190077,0.198041,0
5185,CanterJORGE,,None,None,13.39604,,0,1,1,0,1,1,10,0.202619,0.212556,0
5186,G_onza_,,None,None,3.237288,,2,2,4,2,2,4,10,0.206715,0.218244,63.988781
5187,tonyapuril,,None,None,0.010183,,74,1,75,120,1,121,9,0.210122,0.222329,43677.285634
5188,yuli_ga,,None,None,0.953827,,2,4,6,2,4,6,9,0.227346,0.244743,4374.602037
5189,derlisf7,,None,None,1.651282,,0,1,1,0,1,1,10,0.206723,0.218502,0
5190,EdgarMa56577640,,None,None,2.133333,,0,5,5,0,8,8,10,0.21922,0.234931,0
5191,geo_porti,,None,None,2.558824,,0,2,2,0,2,2,10,0.215184,0.228841,0
5192,alanlezcano8,,None,None,1.292135,,0,1,1,0,1,1,9,0.230443,0.245394,0
5193,pamejozami,,None,None,4.480769,,0,1,1,0,1,1,13,0.135638,0.139451,0
5194,HugoCEspinola,,anr,anr,1.018692,,1,4,5,1,4,5,9,0.226077,0.238452,435.179383
5195,MirthArrieta,,None,None,1.182561,,0,2,2,0,2,2,10,0.190936,0.202102,0
5196,cesareadorno,,None,None,1.917241,,0,1,1,0,1,1,10,0.19448,0.204198,0
5197,DoraaRojasE,,None,None,17,,1,7,8,1,10,11,9,0.243517,0.261255,3280.97691
5198,Guerrero_10,,anr,anr,4.088632,,0,6,6,0,8,8,9,0.250952,0.27126,0
5199,JuanyGomezC,,hagamos,hagamos,0.951892,,1,5,6,1,6,7,10,0.232162,0.249088,61.262107
5200,Lenriquemendoza,,None,None,0.961326,,0,2,2,0,2,2,9,0.239612,0.254924,0
5201,Pachivargaspena,,None,None,0.153846,,0,1,1,0,2,2,10,0.206723,0.218502,0
5202,ArarCasola,,None,None,1.604651,,0,2,2,0,2,2,9,0.219607,0.234444,0
5203,andrea_ozuna017,,None,None,0.553655,,0,2,2,0,2,2,9,0.234545,0.250611,0
5204,crista_rd,,None,None,0.575988,,0,1,1,0,1,1,10,0.218646,0.233216,0
5205,guraenal,,None,None,2.990196,,0,2,2,0,3,3,10,0.201464,0.212404,0
5206,adrianr9080,,None,None,18.903225,,0,1,1,0,2,2,10,0.209149,0.222855,0
5207,DJdasKun,,None,None,1.402855,,0,1,1,0,1,1,11,0.164897,0.170552,0
5208,edu__Caceres,,None,None,2.582043,,0,1,1,0,1,1,9,0.206566,0.216413,0
5209,BetoVillalba11,,pdp,pdp,3.106529,,1,9,10,1,9,10,9,0.260612,0.284129,76.655167
5210,mariaojeda320,,None,None,0.446565,,0,2,2,0,2,2,11,0.179625,0.187637,0
5211,aleja_rios23,,None,None,0.950059,,0,1,1,0,1,1,9,0.201857,0.212895,0
5212,CesarSe15580275,,None,None,25,,2,3,5,3,4,7,9,0.233773,0.249527,1670.421361
5213,EstrategosPy,,anr,anr,2.157025,,1,13,14,2,17,19,9,0.265531,0.287466,172.78827
5214,jeessiquintana,,plra,plra,0.952672,,0,1,1,0,4,4,9,0.243695,0.261159,0
5215,SoyBeluCabrera_,,None,None,0.96298,,0,1,1,0,1,1,9,0.214156,0.227112,0
5216,Adrii_Rivas,,None,None,2.201613,,6,2,8,6,2,8,9,0.249126,0.268243,4372.141588
5217,OkiColman,,None,None,2.594175,,0,5,5,0,5,5,10,0.210748,0.224078,0
5218,RicardoArroyoT2,,anr,anr,17.103449,,0,1,1,0,1,1,11,0.169334,0.175725,0
5219,paurojasV_27,,anr,anr,3.367089,,0,1,1,0,1,1,10,0.213692,0.223188,0
5220,max_candia,,None,None,1.77561,,0,1,1,0,1,1,10,0.206723,0.218502,0
5221,Gonza_gh1s,,None,None,4.018868,,1,1,2,1,1,2,9,0.20556,0.215326,4348
5222,jorgeburgos1980,,None,None,2.721312,,1,1,2,1,1,2,9,0.209302,0.220855,103.770218
5223,casamy,,None,None,0.660622,,2,7,9,2,7,9,9,0.233409,0.251705,4829.968996
5224,Gali_JL,,None,None,3.838374,,0,2,2,0,2,2,9,0.201091,0.212384,0
5225,VeroNeufeld,,None,None,2.827161,,0,13,13,0,17,17,9,0.262545,0.286135,0
5226,fabylu_96,,None,None,2.070393,,0,1,1,0,1,1,10,0.181159,0.189369,0
5227,Jaimeducador,,None,None,5.673228,,0,1,1,0,1,1,10,0.187051,0.196199,0
5228,DaColman007,,None,None,14,,0,1,1,0,1,1,10,0.209775,0.221519,0
5229,FaithOfRich,,None,None,2.002278,,1,1,2,1,1,2,11,0.180921,0.189361,0.54
5230,ArnaldoCardozo,,anr,anr,1.042048,,0,9,9,0,12,12,9,0.265933,0.28605,0
5231,qventanas,,None,None,14,,0,1,1,0,1,1,10,0.203653,0.213418,0
5232,FranJAcOrdonez,,None,None,1.358947,,0,1,1,0,1,1,1,1,1,0
5233,sophirolon,,None,None,4.074074,,0,1,1,0,1,1,10,0.214261,0.228492,0
5234,Encho_Gg,,anr,anr,1.026027,,0,6,6,0,8,8,9,0.259551,0.281684,0
5235,IvanSoder,,None,None,3.62069,,0,1,1,0,1,1,10,0.190052,0.201154,0
5236,edubenitez_94,,None,None,1.582278,,0,1,1,0,1,1,9,0.226411,0.238741,0
5237,francotroche1,,None,None,0.489168,,0,1,1,0,1,1,10,0.207552,0.218563,0
5238,Techi2008,,None,None,7.428571,,0,1,1,0,1,1,11,0.175542,0.182593,0
5239,irmagirald0_,,anr,anr,0.947368,,5,22,27,6,74,80,9,0.235725,0.256222,4711.994313
5240,albertossi007,,None,None,4.473684,,3,2,5,3,2,5,10,0.20468,0.216091,17809.462772
5241,AlfredoSilverm1,,plra,plra,0,,0,1,1,0,11,11,10,0.212793,0.225462,0
5242,katya99caniza,,plra,plra,0.831551,,0,7,7,0,8,8,9,0.226129,0.244348,0
5243,rvdericvs,,pdp,pdp,2.651584,,6,22,28,7,25,32,9,0.258688,0.283744,125095.176041
5244,JazminMacoritto,,None,None,0.28667,,0,2,2,0,2,2,9,0.214229,0.22574,0
5245,Procerdelaptria,,anr,anr,0.844551,,13,32,45,25,76,101,9,0.270723,0.293768,421942.794061
5246,MaxCota,,None,None,1.044649,,0,1,1,0,1,1,1,1,1,0
5247,EliiaasDa,,None,None,1.022599,,0,1,1,0,1,1,9,0.19717,0.20592,0
5248,Rufer72,,None,None,0.68,,0,1,1,0,1,1,9,0.184456,0.19171,0
5249,alipedrozo,,None,None,0.880407,,0,2,2,0,3,3,10,0.212824,0.226511,0
5250,AlbitaPy,,anr,anr,1.401079,,5,2,7,6,3,9,10,0.196368,0.204404,135.251737
5251,osvaldocamps,,None,None,4.153846,,0,1,1,0,1,1,9,0.214187,0.225556,0
5252,Daniorlan2,,None,None,1,,0,1,1,0,1,1,10,0.212793,0.225462,0
5253,EmEmimedina,,anr,anr,4.2287,,0,4,4,0,4,4,10,0.226388,0.243747,0
5254,clu1987,,None,None,2.97546,,0,1,1,0,1,1,9,0.214187,0.225556,0
5255,Edgar_daPonte,,None,None,3.169231,,0,1,1,0,1,1,10,0.192092,0.202924,0
5256,Semo97_,,None,None,2.242857,,0,1,1,0,1,1,10,0.218646,0.233216,0
5257,Julius_Rushmore,,None,None,0.944373,,132,8,140,132,11,143,9,0.249069,0.269154,152216.63435
5258,AnaRuiz811,,None,None,2.827273,,0,2,2,0,2,2,10,0.204564,0.216177,0
5259,pattiiOr,,None,None,0.897351,,0,1,1,0,1,1,10,0.220991,0.23525,0
5260,Guadarietti,,None,None,1.069652,,0,1,1,0,1,1,10,0.21187,0.225208,0
5261,dayleccp1912,,None,None,1.722222,,0,2,2,0,2,2,10,0.214494,0.229029,0
5262,CristaldoMiryan,,None,None,0.883333,,1,5,6,1,6,7,8,0.258013,0.281547,305.88242
5263,SomosGEN,,None,None,0.002199,,98,9,107,222,98,320,9,0.218004,0.23407,172254.993832
5264,Opinaparaguay,,None,None,2.290323,,18,7,25,30,23,53,9,0.226324,0.244727,30414.777902
5265,jesus1912ozuna,,None,None,1.039728,,0,2,2,0,2,2,10,0.214293,0.228665,0
5266,ruvichataguato,,anr,anr,7.916667,,1,3,4,2,5,7,9,0.222946,0.23505,109.27512
5267,COPACO_SA,,None,None,0.139126,,0,0,0,0,0,0,0,0,0,0
5268,raulleiva63,,None,None,18.985075,,0,1,1,0,1,1,10,0.216297,0.229241,0
5269,mgarciapy,,None,None,0.701001,,0,1,1,0,1,1,11,0.181803,0.191275,0
5270,_aLetito,,None,None,0.723404,,0,3,3,0,3,3,10,0.216275,0.23023,0
5271,0982andylove,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
5272,chipaperez,,None,None,3.506329,,5,8,13,5,8,13,9,0.234808,0.253184,38370.131271
5273,mayonga_m,,None,None,0,,0,1,1,0,1,1,11,0.169334,0.175725,0
5274,AgueroFatii,,None,None,1,,0,2,2,0,2,2,9,0.204429,0.216111,0
5275,ItalyinParaguay,,None,None,0.946882,,0,1,1,0,1,1,11,0.18046,0.188893,0
5276,adribritezc,,None,None,0.400324,,0,2,2,0,2,2,10,0.21576,0.228899,0
5277,Jem_py,,None,None,0.079236,,11,6,17,12,12,24,9,0.245316,0.266749,24759.850604
5278,maelenadure,,None,None,3.238095,,0,1,1,0,1,1,10,0.202336,0.213294,0
5279,Celeste43474273,,None,None,6,,1,1,2,1,1,2,11,0.180149,0.188234,0
5280,gilfaburgstalle,,anr,anr,0.585271,,4,9,13,6,16,22,9,0.251373,0.271969,8815.479348
5281,cdr2304,,None,None,1.705882,,1,1,2,1,1,2,10,0.193632,0.203703,20.954481
5282,IB5c0PuUMAXO8OS,,anr,anr,5.625,,1,1,2,1,1,2,11,0.171364,0.176416,2
5283,HugoRamnSnchez1,,anr,anr,24.52174,,1,8,9,1,11,12,9,0.226288,0.244506,19587.762892
5284,MarceMe44636354,,None,None,19,,0,2,2,0,3,3,10,0.226754,0.243132,0
5285,Prinsdivaali,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
5286,TobX015,,anr,anr,2.576923,,2,6,8,2,7,9,9,0.230635,0.244127,19520.492688
5287,romidaponte98,,None,None,0.910506,,0,3,3,0,3,3,10,0.203825,0.215743,0
5288,KyY0403,,None,None,4.6,,0,2,2,0,2,2,10,0.214939,0.228488,0
5289,MiguelB05347490,,None,None,0,,0,1,1,0,1,1,10,0.200544,0.211058,0
5290,HAMERTOR,,None,None,1.964467,,0,1,1,0,1,1,1,1,1,0
5291,JoaquinMorinig9,,None,None,2.125,,0,1,1,0,1,1,10,0.198096,0.207785,0
5292,lumagonzalezpy,,None,None,5.584906,,2,4,6,2,11,13,10,0.224199,0.240603,275.870893
5293,CNunezValdez,,None,None,3.988722,,0,2,2,0,2,2,10,0.214812,0.229604,0
5294,arsenioalarcona,,None,None,7.176871,,0,3,3,0,4,4,10,0.22627,0.24331,0
5295,AldereteR,,None,None,3.275,,0,2,2,0,2,2,9,0.214261,0.227476,0
5296,Pignocco,,None,None,0.14746,,0,1,1,0,2,2,11,0.179603,0.187464,0
5297,GayosoAngela,,None,None,2.255319,,5,10,15,5,11,16,9,0.249226,0.267036,2416.224021
5298,Susan255022,,None,None,2.5,,0,1,1,0,1,1,10,0.212793,0.225462,0
5299,falsofeminismo,,None,None,1.425532,,19,20,39,26,41,67,9,0.256279,0.280805,54444.623714
5300,J2SMIN,,None,None,0.75,,0,1,1,0,1,1,10,0.212793,0.225462,0
5301,santijardinero,,None,None,2.2,,0,1,1,0,1,1,9,0.244972,0.263795,0
5302,julionoguera21,,None,None,1.288889,,0,1,1,0,1,1,10,0.18183,0.190081,0
5303,PedrodelasHB,,None,None,5.045455,,0,1,1,0,1,1,9,0.211366,0.223307,0
5304,_tmpdx,,None,None,0.127934,,4,2,6,5,3,8,9,0.193226,0.202504,38539.358419
5305,ORGODA,,anr,anr,1.780105,,0,6,6,0,8,8,9,0.237155,0.255736,0
5306,RedBot792,,anr,anr,1.7,,2,7,9,2,13,15,9,0.224847,0.236527,824.794643
5307,esperanza_py,,ganar,ganar,0.134318,,165,9,174,247,24,271,10,0.233033,0.254104,168337.889913
5308,SenorCaicedo,,None,None,0.17904,,0,1,1,0,1,1,1,1,1,0
5309,siselstrubing,,None,None,0.493625,,1,3,4,1,3,4,10,0.215792,0.230235,4348
5310,heinsenberg_js,,None,None,3.436441,,0,1,1,0,1,1,10,0.19944,0.209138,0
5311,gamosqueira,,None,None,1.684211,,0,8,8,0,10,10,9,0.257568,0.280832,0
5312,pazbastosf,,None,None,0.714602,,0,1,1,0,1,1,10,0.203682,0.214654,0
5313,LeonelistasSDO,,None,None,0.906341,,0,2,2,0,2,2,11,0.164131,0.170741,0
5314,JuancitoRiveros,,None,None,0.833765,,0,3,3,0,3,3,9,0.224482,0.238725,0
5315,De_vera1902,,None,None,1.3625,,0,1,1,0,1,1,9,0.218054,0.231845,0
5316,TerrazasDelsol,,anr,anr,2.455224,,0,1,1,0,1,1,10,0.183762,0.190651,0
5317,EstefanyNK,,None,None,1.103004,,0,1,1,0,1,1,2,0.666667,0.75,0
5318,angie_rodas,,None,None,1.029674,,0,2,2,0,2,2,9,0.2222,0.237028,0
5319,friendx2018,,anr,anr,4.615385,,3,9,12,3,11,14,10,0.216419,0.226818,50946.53936
5320,perrougonzalo,,None,None,0.622969,,0,1,1,0,1,1,11,0.179855,0.188749,0
5321,autonomia_mx,,None,None,15.285714,,0,1,1,0,1,1,2,0.6,0.666667,0
5322,_cocote,,None,None,1.446154,,0,1,1,0,1,1,11,0.17549,0.182455,0
5323,fanquifungus,,None,None,0.284382,,0,1,1,0,1,1,11,0.180685,0.18878,0
5324,ruchoacevedook,,None,None,5.040541,,0,1,1,0,1,1,10,0.214822,0.229271,0
5325,nanbarles,,None,None,0.835294,,0,2,2,0,2,2,9,0.217912,0.230683,0
5326,pesta_javier,,None,None,9.5,,0,1,1,0,2,2,10,0.200544,0.211058,0
5327,1902leon,,plra,plra,3.098592,,1,4,5,1,6,7,10,0.216808,0.231352,3.653115
5328,Melilu_Espinoza,,None,None,0.869697,,0,1,1,0,2,2,11,0.16884,0.174739,0
5329,jompialmada,,None,None,1.220065,,0,1,1,0,1,1,11,0.183402,0.192652,0
5330,giulianoca22,,None,None,0.485588,,1,3,4,1,3,4,9,0.202101,0.21353,23316
5331,deivis_delavi,,None,None,4.555555,,0,1,1,0,1,1,10,0.209149,0.222855,0
5332,Cristhi29765723,,None,None,34,,0,1,1,0,1,1,10,0.200129,0.20986,0
5333,Thefastofhell,,None,None,0,,0,1,1,0,1,1,10,0.212793,0.225462,0
5334,arielm81,,None,None,0.977778,,2,1,3,2,1,3,10,0.209828,0.221685,0.611111
5335,pabli87,,None,None,2.435676,,0,5,5,0,7,7,9,0.252365,0.273115,0
5336,thegirlofcurls_,,None,None,1.172662,,0,1,1,0,2,2,13,0.135638,0.139451,0
